RunID,평가일시,GitCommit,EvaluationMode,AgentModel,연도,시험,교시,과목,문항번호,문제,선택지1,선택지2,선택지3,선택지4,선택지5,공식정답,Agent최종답,정답여부,답번호추출상태,AgentRawResponse,AgentActions,호출Tool목록,전체Tool호출횟수,비법률Tool오호출여부,법률Tool자율호출여부,법률Tool호출횟수,모델생성Query,실제RetrievalQuery,검색결과수,검색법령조문,검색Score,법률ToolTrace,검색근거명시상태,CorpusScope,CorpusScope근거법령,CorpusScope분류이유,2024_2026개정위험,개정위험사유,오류
passthrough-2026-09-10T161125_0900-d3ef0a0b,2026-09-10T16:11:25+09:00,00973143a683ada533d46e15bfdb5268443b4ceb,production_agent_passthrough,gpt-5.6-sol,2024,2차,1교시,공인중개사법령 및 중개실무,1,공인중개사법령상 공인 중개사 정책 심의 위원회(이하 “위원회”라 함)에 관한 설명으로 옳은 것은?,위원회는 국무총리 소속으로 한다.,손해 배상 책임의 보장에 관한 사항은 위원회의 심의 사항에 해당하지 않는다.,위원회 위원장은 위원이 제척 사유에 해당하는 데에도 불구하고 회피하지 아니한 경우에는 해당 위원을 해촉할 수 있다.,위원회에서 심의한 중개 보수 변경에 관한 사항의 경우 시·도지사는 이에 따라야한다.,국토 교통부 장관이 직접 공인 중개사 자격시험을 시행하려는 경우에는 위원회의 의결을 미리 거쳐야한다.,5,,오류,실행오류,,[],,0,N,N,0,,,0,,,[],indeterminate,in_scope,공인중개사법 | 공인중개사법 시행령 | 공인중개사법 시행규칙,문제 stem의 핵심 근거 법령이 현재 Vector Store 대상에 포함됨,review_required,2024년 시험 정답과 2026년 현행 Vector Store 법령 사이의 개정 영향은 별도 역사 법령 대조 없이는 확정할 수 없음,APIConnectionError: Connection error.
passthrough-2026-09-10T161125_0900-d3ef0a0b,2026-09-10T16:11:25+09:00,00973143a683ada533d46e15bfdb5268443b4ceb,production_agent_passthrough,gpt-5.6-sol,2024,2차,1교시,공인중개사법령 및 중개실무,2,"공인중개사법령상 법인인 개업 공인 중개사가 중개업과 함께 할 수 없는 업무는?(단, 다른 법률의 규정은 고려하지 않음)",주택의 임대업,상업용 건축물의 분양 대행,부동산의 이용·개발 및 거래에 관한 상담,중개 의뢰인의 의뢰에 따른 도배·이 사업체의 소개,개업 공인 중개사를 대상으로 한 중개업의 경영 기법 및 경영 정보의 제공,1,,오류,실행오류,,[],,0,N,N,0,,,0,,,[],indeterminate,in_scope,공인중개사법 | 공인중개사법 시행령 | 공인중개사법 시행규칙,문제 stem의 핵심 근거 법령이 현재 Vector Store 대상에 포함됨,review_required,2024년 시험 정답과 2026년 현행 Vector Store 법령 사이의 개정 영향은 별도 역사 법령 대조 없이는 확정할 수 없음,APIConnectionError: Connection error.
passthrough-2026-09-10T161125_0900-d3ef0a0b,2026-09-10T16:11:25+09:00,00973143a683ada533d46e15bfdb5268443b4ceb,production_agent_passthrough,gpt-5.6-sol,2024,2차,1교시,공인중개사법령 및 중개실무,3,공인중개사법령상 개업 공인 중개사의 휴업의 신고 등에 관한 설명으로 틀린 것은?,법인인 개업 공인 중개사가 4개월간 분 사무소의 휴업을하려는 경우 휴업 신고서에 그 분 사무소 설치 신고 확인서를 첨부하여 분 사무소의 휴업 신고를 해야한다.,개업 공인 중개사가 신고한 휴업 기간을 변경하려는 경우 휴업 기간 변경 신고서에 중개 사무소 등록증을 첨부하여 등록 관청에 미리 신고해야한다.,관할 세무서장이｢부가 가치세 법 시행령｣에 따라 공인중개사법령상의 휴업 신고서를 함께 받아 이를 해당 등록 관청에 송부한 경우에는 휴업 신고서가 제출된 것으로 본다.,등록 관청은 개업 공인 중개사가 대통령령으로 정하는 부득이한 사유가 없음에도 계속하여 6개월을 초과하여 휴업한 경우 중개 사무소의 개설 등록을 취소할 수 있다.,개업 공인 중개사가 휴업한 중개업을 재개하고자 등록 관청에 중개 사무소 재개 신고를 한 경우 해당 등록 관청은 반납받은 중개 사무소 등록증을 즉시 반환해야한다.,2,,오류,실행오류,,[],,0,N,N,0,,,0,,,[],indeterminate,in_scope,공인중개사법 | 공인중개사법 시행령 | 공인중개사법 시행규칙,문제 stem의 핵심 근거 법령이 현재 Vector Store 대상에 포함됨,review_required,2024년 시험 정답과 2026년 현행 Vector Store 법령 사이의 개정 영향은 별도 역사 법령 대조 없이는 확정할 수 없음,APIConnectionError: Connection error.
passthrough-2026-09-10T161125_0900-d3ef0a0b,2026-09-10T16:11:25+09:00,00973143a683ada533d46e15bfdb5268443b4ceb,production_agent_passthrough,gpt-5.6-sol,2024,2차,1교시,공인중개사법령 및 중개실무,4,공인중개사법령상 공인 중개사인 개업 공인 중개사 甲 과 그에 소속된 소속 공인 중개사 乙에 관한 설명으로 틀린 것을 모두 고른 것은? ㄱ. 甲과 乙은 실무 교육을 받은 후 2년마다 등록 관청이 실시하는 연수 교육을 받아야한다. ㄴ. 甲이 중개를 의뢰받아 乙의 중개 행위로 중개가 완성되어 중개 대상물 확인·설명서를 작성하는 경우 乙은 甲과 함께 그 확인·설명서에 서명 또는 날인하여야한다. ㄷ. 乙이 甲과의 고용 관계 종료 신고 후 1년 이내에 중개 사무소의 개설 등록을 신청한 경우 개설 등록 후 1년 이내에 실무 교육을 받아야한다.,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",5,,오류,실행오류,,[],,0,N,N,0,,,0,,,[],indeterminate,in_scope,공인중개사법 | 공인중개사법 시행령 | 공인중개사법 시행규칙,문제 stem의 핵심 근거 법령이 현재 Vector Store 대상에 포함됨,review_required,2024년 시험 정답과 2026년 현행 Vector Store 법령 사이의 개정 영향은 별도 역사 법령 대조 없이는 확정할 수 없음,APIConnectionError: Connection error.
passthrough-2026-09-10T161125_0900-d3ef0a0b,2026-09-10T16:11:25+09:00,00973143a683ada533d46e15bfdb5268443b4ceb,production_agent_passthrough,gpt-5.6-sol,2024,2차,1교시,공인중개사법령 및 중개실무,5,공인중개사법령상 고용인의 신고 등에 관한 설명으로 옳은 것은?,등록 관청은 중개 보조원의 고용 신고를 받은 경우 이를 공인 중개사 협회에 통보하지 않아도 된다.,개업 공인 중개사는 소속 공인 중개사를 고용한 경우에는 소속 공인 중개사가 업무를 개시한 날부터 10일 이내에 등록 관청에 신고하여야한다.,개업 공인 중개사가 고용할 수 있는 중개 보조원의 수는 개업 공인 중개사와 소속 공인 중개사를 합한 수의 5 배를 초과하여서는 아니 된다.,개업 공인 중개사는 소속 공인 중개사와의 고용 관계가 종료된 때에는 고용 관계가 종료된 날부터 30일 이내에 등록 관청에 신고하여야한다.,소속 공인 중개사에 대한 고용 신고를 받은 등록 관청은 공인 중개사 협회에게 그 소속 공인 중개사의 공인 중개사 자격 확인을 요청하여야한다.,3,,오류,실행오류,,[],,0,N,N,0,,,0,,,[],indeterminate,in_scope,공인중개사법 | 공인중개사법 시행령 | 공인중개사법 시행규칙,문제 stem의 핵심 근거 법령이 현재 Vector Store 대상에 포함됨,review_required,2024년 시험 정답과 2026년 현행 Vector Store 법령 사이의 개정 영향은 별도 역사 법령 대조 없이는 확정할 수 없음,APIConnectionError: Connection error.
passthrough-2026-09-10T161125_0900-d3ef0a0b,2026-09-10T16:11:25+09:00,00973143a683ada533d46e15bfdb5268443b4ceb,production_agent_passthrough,gpt-5.6-sol,2024,2차,1교시,공인중개사법령 및 중개실무,6,공인중개사법령상 부동산 거래 질서 교란 행위에 해당하지 않는 것은?,공인 중개사 자격증 양도를 알선한 경우,중개 보조원이 중개 업무를 보조하면서 중개 의뢰인에게 본인이 중개 보조원이라는 사실을 미리 알리지 않은 경우,개업 공인 중개사가 중개 행위로 인한 손해 배상 책임을 보장하기 위하여 가입해야하는 보증 보험이나 공제에 가입하지 않은 경우,개업 공인 중개사가 동일한 중개 대상물에 대한 하나의 거래를 완성하면서 서로 다른 둘 이상의 거래 계약서를 작성한 경우,개업 공인 중개사가 거래 당사자 쌍방을 대리한 경우,3,,오류,실행오류,,[],,0,N,N,0,,,0,,,[],indeterminate,in_scope,공인중개사법 | 공인중개사법 시행령 | 공인중개사법 시행규칙,문제 stem의 핵심 근거 법령이 현재 Vector Store 대상에 포함됨,review_required,2024년 시험 정답과 2026년 현행 Vector Store 법령 사이의 개정 영향은 별도 역사 법령 대조 없이는 확정할 수 없음,APIConnectionError: Connection error.
passthrough-2026-09-10T161125_0900-d3ef0a0b,2026-09-10T16:11:25+09:00,00973143a683ada533d46e15bfdb5268443b4ceb,production_agent_passthrough,gpt-5.6-sol,2024,2차,1교시,공인중개사법령 및 중개실무,7,"공인중개사법령상 개업 공인 중개사가 다음의 행위를 하기 위하여 법원에 등록해야하는 것을 모두 고른 것은? (단, 법 제7638호 부칙 제6조 제2 항은 고려하지 않음) ㄱ. ｢민사 집행 법｣에 의한 경매 대상 부동산의 매수 신청의 대리 ㄴ. ｢국세 징수 법｣에 의한 공매 대상 부동산의 입찰 신청의 대리 ㄷ. 중개 행위에 사용할 인장의 변경 ㄹ. 중개 행위로 인한 손해 배상 책임을 보장하기 위한 보증 보험의 가입",ㄱ,"ㄱ, ㄴ","ㄴ, ㄹ","ㄱ, ㄴ, ㄷ","ㄱ, ㄷ, ㄹ",1,,오류,실행오류,,[],,0,N,N,0,,,0,,,[],indeterminate,in_scope,공인중개사법 | 공인중개사법 시행령 | 공인중개사법 시행규칙,문제 stem의 핵심 근거 법령이 현재 Vector Store 대상에 포함됨,review_required,2024년 시험 정답과 2026년 현행 Vector Store 법령 사이의 개정 영향은 별도 역사 법령 대조 없이는 확정할 수 없음,APIConnectionError: Connection error.
passthrough-2026-09-10T161125_0900-d3ef0a0b,2026-09-10T16:11:25+09:00,00973143a683ada533d46e15bfdb5268443b4ceb,production_agent_passthrough,gpt-5.6-sol,2024,2차,1교시,공인중개사법령 및 중개실무,8,공인중개사법령상 소속 공인 중개사를 둔 개업 공인 중개사가 중개 사무소 안의 보기 쉬운 곳에 게시하여야하는 것을 모두 고른 것은? ㄱ. 소속 공인 중개사의 공인 중개사 자격증 원본 ㄴ. 보증의 설정을 증명할 수 있는 서류 ㄷ. 소속 공인 중개사의 고용 신고서 ㄹ. 개업 공인 중개사의 실무 교육 수료 확인 증,"ㄱ, ㄴ","ㄱ, ㄹ","ㄴ, ㄷ","ㄷ, ㄹ","ㄱ, ㄴ, ㄹ",1,,오류,실행오류,,[],,0,N,N,0,,,0,,,[],indeterminate,in_scope,공인중개사법 | 공인중개사법 시행령 | 공인중개사법 시행규칙,문제 stem의 핵심 근거 법령이 현재 Vector Store 대상에 포함됨,review_required,2024년 시험 정답과 2026년 현행 Vector Store 법령 사이의 개정 영향은 별도 역사 법령 대조 없이는 확정할 수 없음,APIConnectionError: Connection error.
passthrough-2026-09-10T161125_0900-d3ef0a0b,2026-09-10T16:11:25+09:00,00973143a683ada533d46e15bfdb5268443b4ceb,production_agent_passthrough,gpt-5.6-sol,2024,2차,1교시,공인중개사법령 및 중개실무,9,공인중개사법령상 중개 사무소의 개설 등록에 관한 설명으로 틀린 것은?,금고 이상의 형의 집행 유예를 받고 그 유예 기간이 만료된 날부터 2년이 지나지 아니한 자는 개설 등록을 할 수 없다.,공인 중개사 협회는 매월 중개 사무소의 등록에 관한 사항을 중개 사무소 등록·행정 처분 등 통지서에 기재하여 다음 달 10일까지 시 ․도지사에게 통보하여야한다.,외국에 주된 영업소를 둔 법인의 경우에는｢상법｣상 외국 회사 규정에 따른 영업소의 등기를 증명할 수 있는 서류를 제출하여야한다.,"개설 등록의 신청을 받은 등록 관청은 개업 공인 중개사의 종별에 따라 구분하여 개설 등록을 하고, 개설 등록 신청을 받은 날부터 7일 이내에 등록 신청인에게 서면으로 통지하여야한다.",공인 중개사인 개업 공인 중개사가 법인인 개업 공인 중개사로 업무를 하고자 개설 등록 신청서를 다시 제출하는 경우 종전의 등록증은 이를 반납하여야한다.,2,,오류,실행오류,,[],,0,N,N,0,,,0,,,[],indeterminate,in_scope,공인중개사법 | 공인중개사법 시행령 | 공인중개사법 시행규칙,문제 stem의 핵심 근거 법령이 현재 Vector Store 대상에 포함됨,review_required,2024년 시험 정답과 2026년 현행 Vector Store 법령 사이의 개정 영향은 별도 역사 법령 대조 없이는 확정할 수 없음,APIConnectionError: Connection error.
passthrough-2026-09-10T161125_0900-d3ef0a0b,2026-09-10T16:11:25+09:00,00973143a683ada533d46e15bfdb5268443b4ceb,production_agent_passthrough,gpt-5.6-sol,2024,2차,1교시,공인중개사법령 및 중개실무,10,공인중개사법령상 개업 공인 중개사와 중개 의뢰인의 중개 계약에 관한 설명으로 틀린 것은?,일반 중개 계약은 계약서의 작성 없이도 체결할 수 있다.,전속 중개 계약을 체결하면서 유효 기간을 3개월 미만으로 약정한 경우 그 유효 기간은 3개월로 한다.,전속 중개 계약을 체결한 개업 공인 중개사는 중개 대상물의 권리자의 인적 사항에 관한 정보를 공개해서는 안 된다.,중개 의뢰인은 일반 중개 계약을 체결하면서 거래 예정 가격을 포함한 일반 중개 계약서의 작성을 요청할 수 있다.,임대차에 대한 전속 중개 계약을 체결한 개업 공인 중개사는 중개 의뢰인의 비공개 요청이 없어도 중개 대상물의 공시 지가를 공개하지 아니할 수 있다.,2,,오류,실행오류,,[],,0,N,N,0,,,0,,,[],indeterminate,in_scope,공인중개사법 | 공인중개사법 시행령 | 공인중개사법 시행규칙,문제 stem의 핵심 근거 법령이 현재 Vector Store 대상에 포함됨,review_required,2024년 시험 정답과 2026년 현행 Vector Store 법령 사이의 개정 영향은 별도 역사 법령 대조 없이는 확정할 수 없음,APIConnectionError: Connection error.
